seller_id,seller_registration_dt,seller_first_sale_dt,seller_main_category,seller_region_cluster,seller_size_bucket,fulfillment_model,seller_manager_region,seller_onboarding_channel,seller_has_logo_flag
100331,2025-08-16,2025-09-03,Одежда,Урал,micro,FBS,center,referral,0
100332,2024-08-23,2024-08-28,Одежда,Санкт-Петербург,medium,mixed,east,offline_event,0
100333,2024-03-28,2024-04-11,Красота,Сибирь,micro,FBS,north,organic,0
100334,2025-09-28,2025-10-30,Детские товары,Москва и МО,small,FBS,center,offline_event,1
100335,2025-05-20,2025-05-24,Одежда,Поволжье,medium,FBO,east,partner,1
100336,2023-09-30,2023-11-11,Одежда,Москва и МО,micro,FBO,south,ads,1
100337,2024-01-13,2024-02-09,Одежда,Юг,micro,mixed,north,organic,1
100338,2024-08-12,2024-09-21,Красота,Поволжье,micro,FBO,north,organic,1
100339,2025-11-30,2026-01-07,Детские товары,Юг,medium,mixed,north,organic,1
100340,2025-08-18,2025-10-19,Канцелярия,Урал,small,mixed,center,organic,1
100341,2024-05-31,2024-08-16,Канцелярия,Поволжье,micro,FBO,west,organic,1
100342,2023-12-23,2024-02-11,Красота,Москва и МО,micro,mixed,north,partner,1
100343,2025-03-07,2025-03-19,Красота,Центр,medium,mixed,north,organic,1
100344,2023-10-02,2023-10-14,Одежда,Центр,small,FBO,south,organic,0
100345,2025-10-28,2025-11-16,Канцелярия,Сибирь,small,FBO,north,organic,1
100346,2024-05-18,2024-06-21,Аксессуары,Сибирь,micro,FBS,center,partner,0
100347,2023-08-16,2023-09-20,Одежда,Дальний Восток,medium,FBS,west,offline_event,1
100348,2023-11-08,2023-12-18,Детские товары,Поволжье,small,FBO,west,organic,1
100349,2025-09-21,2025-10-11,Аксессуары,Центр,micro,FBS,west,organic,1
100350,2024-04-02,2024-06-03,Красота,Сибирь,micro,FBO,center,referral,1
100351,2024-05-22,2024-06-07,Электроника,Юг,micro,mixed,east,organic,1
100352,2024-01-25,2024-02-08,Одежда,Центр,micro,FBS,center,referral,1
100353,2025-12-03,2025-12-13,Детские товары,Урал,medium,FBO,center,partner,1
100354,2026-02-15,2026-03-12,Канцелярия,Москва и МО,micro,mixed,center,referral,1
100355,2023-09-26,2024-01-02,Одежда,Сибирь,small,FBO,east,ads,1
100356,2024-10-06,2024-11-04,Дом,Урал,micro,FBO,south,partner,1
100357,2026-01-24,2026-02-07,Электроника,Москва и МО,micro,FBO,center,offline_event,1
100358,2025-10-23,2025-10-31,Спорт,Центр,small,mixed,center,partner,0
100359,2025-06-10,2025-06-25,Электроника,Сибирь,micro,FBS,center,ads,1
100360,2025-05-13,2025-06-12,Обувь,Урал,micro,FBO,west,partner,1
100361,2024-06-28,2024-09-18,Обувь,Москва и МО,micro,FBS,center,offline_event,1
100362,2025-03-25,2025-05-21,Дом,Поволжье,small,FBS,south,referral,1
100363,2024-11-20,2024-11-25,Дом,Юг,micro,FBO,east,organic,0
100364,2024-11-03,2024-11-22,Электроника,Москва и МО,small,FBO,center,partner,0
100365,2024-12-29,2025-01-18,Одежда,Юг,small,FBO,north,organic,0
100366,2023-08-11,2023-08-18,Спорт,Санкт-Петербург,small,mixed,south,partner,1
100367,2024-07-20,2024-08-13,Детские товары,Сибирь,small,FBO,center,organic,1
100368,2026-01-31,2026-03-15,Красота,Юг,micro,FBS,south,referral,1
100369,2024-11-30,2025-02-08,Электроника,Центр,small,FBO,north,ads,0
100370,2024-12-09,2025-01-07,Канцелярия,Урал,medium,FBO,north,referral,1
100371,2025-07-23,2025-08-09,Электроника,Юг,micro,FBS,center,ads,1
100372,2025-05-06,2025-06-24,Обувь,Санкт-Петербург,micro,FBO,center,ads,0
100373,2025-04-24,2025-05-16,Электроника,Москва и МО,micro,FBO,center,referral,1
100374,2024-12-29,2025-01-10,Дом,Поволжье,small,mixed,west,partner,1
100375,2025-04-13,2025-05-04,Дом,Москва и МО,micro,FBO,north,partner,1
100376,2024-07-07,2024-07-11,Дом,Юг,small,FBS,south,organic,1
100377,2025-08-19,2025-09-21,Аксессуары,Сибирь,micro,FBO,south,partner,1
100378,2025-05-26,2025-06-14,Одежда,Урал,medium,FBS,west,referral,1
100379,2026-01-15,2026-03-15,Обувь,Москва и МО,small,mixed,south,ads,0
100380,2025-04-05,2025-04-30,Товары для животных,Москва и МО,micro,FBO,west,ads,0
100381,2024-01-31,2024-03-07,Детские товары,Москва и МО,micro,FBO,north,organic,1
100382,2023-12-27,2024-01-20,Одежда,Центр,micro,mixed,south,partner,1
100383,2025-03-25,2025-05-29,Детские товары,Юг,medium,FBS,west,offline_event,0
100384,2023-09-15,2023-10-07,Обувь,Москва и МО,medium,FBS,east,referral,1
100385,2025-12-19,2026-02-28,Электроника,Санкт-Петербург,medium,FBS,south,referral,1
100386,2023-08-24,2023-10-13,Красота,Поволжье,small,FBO,south,organic,1
100387,2025-02-07,2025-03-11,Одежда,Центр,micro,FBO,center,referral,1
100388,2024-09-15,2024-10-23,Красота,Москва и МО,medium,mixed,north,partner,1
100389,2025-02-12,2025-03-03,Красота,Сибирь,small,mixed,center,ads,1
100390,2026-02-16,2026-03-03,Одежда,Дальний Восток,micro,FBS,south,partner,0
100391,2024-05-11,2024-06-28,Аксессуары,Центр,micro,FBS,center,offline_event,1
100392,2025-03-20,2025-04-09,Красота,Москва и МО,small,FBO,north,referral,0
100393,2024-03-01,2024-03-06,Спорт,Урал,small,FBS,east,ads,0
100394,2025-06-19,2025-07-15,Красота,Центр,small,FBO,south,referral,1
100395,2025-09-19,2025-10-11,Красота,Центр,micro,FBO,south,organic,1
100396,2025-05-21,2025-06-08,Красота,Москва и МО,small,FBS,center,ads,0
100397,2025-03-22,2025-04-04,Красота,Урал,micro,FBS,north,referral,1
100398,2024-06-03,2024-08-01,Аксессуары,Сибирь,micro,mixed,west,organic,1
100399,2024-09-30,2024-10-20,Дом,Урал,micro,FBS,south,partner,1
100400,2024-02-13,2024-04-12,Аксессуары,Центр,medium,FBO,east,partner,1
100401,2025-01-14,2025-02-07,Красота,Урал,large,FBO,east,organic,1
100402,2026-01-07,2026-01-21,Красота,Урал,micro,FBO,west,organic,1
100403,2025-05-07,2025-06-06,Обувь,Сибирь,medium,FBO,south,ads,0
100404,2023-08-23,2023-09-10,Дом,Москва и МО,medium,FBS,east,organic,0
100405,2025-09-16,2025-10-22,Одежда,Юг,large,FBO,west,organic,1
100406,2026-02-13,2026-02-23,Канцелярия,Дальний Восток,micro,FBO,south,organic,0
100407,2025-04-19,2025-06-05,Дом,Москва и МО,micro,FBO,center,referral,0
100408,2024-05-23,2024-05-29,Детские товары,Урал,micro,FBO,east,organic,1
100409,2025-04-24,2025-04-28,Красота,Санкт-Петербург,medium,mixed,west,partner,1
100410,2023-07-30,2023-08-19,Одежда,Поволжье,micro,FBS,center,partner,1
100411,2025-03-21,2025-06-30,Спорт,Дальний Восток,small,FBO,center,organic,1
100412,2023-10-02,2023-10-27,Обувь,Санкт-Петербург,large,FBS,south,organic,1
100413,2023-08-05,2023-09-22,Красота,Москва и МО,micro,FBO,west,offline_event,0
100414,2025-09-29,2025-10-08,Одежда,Поволжье,micro,FBS,south,organic,1
100415,2023-11-09,2024-02-02,Обувь,Москва и МО,medium,FBO,south,ads,1
100416,2025-07-05,2025-09-22,Одежда,Москва и МО,small,FBO,north,organic,1
100417,2024-04-02,2024-05-05,Аксессуары,Юг,small,FBO,west,organic,1
100418,2025-02-12,2025-03-06,Аксессуары,Поволжье,medium,FBS,south,organic,1
100419,2025-10-17,2025-11-20,Дом,Центр,small,FBO,center,ads,1
100420,2025-06-12,2025-07-19,Электроника,Сибирь,medium,FBS,east,ads,1
100421,2025-06-10,2025-07-11,Красота,Урал,micro,FBO,center,organic,0
100422,2025-12-24,2026-01-24,Одежда,Сибирь,micro,mixed,north,referral,0
100423,2024-12-02,2024-12-23,Канцелярия,Москва и МО,medium,FBO,south,referral,1
100424,2023-07-12,2023-08-21,Дом,Москва и МО,large,FBS,center,ads,0
100425,2023-12-13,2023-12-22,Канцелярия,Юг,medium,FBO,center,organic,0
100426,2024-01-30,2024-02-04,Одежда,Урал,micro,mixed,north,partner,1
100427,2023-10-22,2023-11-30,Дом,Юг,micro,FBO,center,referral,1
100428,2024-09-07,2024-10-24,Детские товары,Сибирь,micro,mixed,north,ads,1
100429,2025-02-22,2025-04-07,Одежда,Москва и МО,small,FBO,center,offline_event,0
100430,2025-12-05,2026-01-26,Детские товары,Москва и МО,micro,FBS,center,organic,1
100431,2025-05-04,2025-05-21,Товары для животных,Урал,micro,FBO,center,organic,1
100432,2024-03-30,2024-04-30,Электроника,Юг,micro,FBO,center,organic,1
100433,2025-08-16,2025-10-02,Красота,Санкт-Петербург,micro,FBO,west,offline_event,1
100434,2025-04-29,2025-07-06,Одежда,Юг,small,FBO,south,organic,1
100435,2024-08-30,2024-10-02,Обувь,Поволжье,small,mixed,north,organic,1
100436,2024-10-10,2024-12-01,Одежда,Дальний Восток,medium,FBS,center,organic,1
100437,2025-01-09,2025-02-25,Детские товары,Центр,small,FBS,center,partner,0
100438,2024-11-14,2024-12-15,Одежда,Москва и МО,micro,FBS,center,organic,1
100439,2024-04-03,2024-05-11,Одежда,Санкт-Петербург,small,FBO,north,ads,1
100440,2023-11-12,2023-11-21,Спорт,Москва и МО,micro,FBS,center,organic,1
100441,2024-09-03,2024-10-01,Аксессуары,Центр,micro,FBS,center,referral,0
100442,2025-04-28,2025-06-05,Дом,Москва и МО,small,FBS,center,partner,1
100443,2023-09-02,2023-09-07,Аксессуары,Урал,medium,FBS,east,organic,1
100444,2024-05-01,2024-06-10,Детские товары,Москва и МО,micro,FBO,east,ads,0
100445,2025-05-12,2025-06-23,Обувь,Урал,micro,FBS,center,ads,1
100446,2025-04-26,2025-05-21,Обувь,Урал,micro,mixed,west,organic,1
100447,2025-12-01,2025-12-28,Дом,Санкт-Петербург,micro,FBS,south,organic,1
100448,2023-12-10,2024-02-10,Обувь,Москва и МО,micro,FBO,center,organic,0
100449,2024-07-08,2024-07-20,Товары для животных,Урал,micro,FBS,center,referral,1
100450,2024-02-16,2024-03-05,Дом,Поволжье,small,FBS,south,organic,1
100451,2025-11-26,2025-12-09,Одежда,Санкт-Петербург,small,FBO,center,organic,1
100452,2024-09-18,2024-11-23,Обувь,Сибирь,small,FBO,center,offline_event,0
100453,2025-08-27,2025-10-05,Детские товары,Санкт-Петербург,large,FBS,east,organic,0
100454,2025-09-10,2025-09-15,Красота,Поволжье,micro,FBO,south,partner,1
100455,2023-07-10,2023-07-22,Обувь,Москва и МО,small,FBS,north,organic,1
100456,2024-04-10,2024-06-01,Аксессуары,Санкт-Петербург,small,FBS,center,partner,0
100457,2023-12-05,2023-12-18,Дом,Поволжье,micro,FBS,south,organic,0
100458,2024-04-02,2024-04-14,Одежда,Санкт-Петербург,medium,FBS,north,organic,1
100459,2024-04-07,2024-05-21,Одежда,Москва и МО,medium,FBS,south,partner,1
100460,2025-05-26,2025-07-06,Электроника,Москва и МО,small,FBS,center,organic,0
100461,2025-05-30,2025-06-11,Обувь,Москва и МО,small,FBS,west,organic,0
100462,2023-11-15,2023-12-10,Дом,Центр,micro,FBO,center,organic,0
100463,2023-10-16,2023-10-25,Одежда,Юг,micro,FBS,center,organic,0
100464,2026-02-07,2026-03-17,Одежда,Поволжье,micro,FBO,south,ads,0
100465,2023-10-16,2023-12-10,Обувь,Сибирь,micro,FBO,south,organic,1
100466,2023-08-21,2023-09-08,Одежда,Поволжье,small,mixed,south,organic,1
100467,2024-06-26,2024-08-05,Красота,Москва и МО,medium,FBO,center,organic,1
100468,2024-05-04,2024-06-11,Электроника,Поволжье,small,FBS,west,ads,1
100469,2025-11-14,2025-12-04,Обувь,Поволжье,micro,FBO,center,referral,1
100470,2025-03-14,2025-04-26,Детские товары,Юг,large,FBO,east,referral,1
100471,2025-05-13,2025-05-16,Красота,Санкт-Петербург,micro,FBO,east,offline_event,1
100472,2026-01-24,2026-02-22,Канцелярия,Урал,micro,FBS,south,referral,0
100473,2025-03-03,2025-03-16,Одежда,Юг,medium,FBO,south,organic,0
100474,2024-08-26,2024-09-20,Электроника,Юг,medium,mixed,east,referral,1
100475,2025-11-16,2025-12-28,Дом,Центр,micro,mixed,center,organic,1
100476,2024-06-29,2024-08-02,Электроника,Поволжье,small,FBO,center,partner,0
100477,2023-07-28,2023-08-12,Детские товары,Центр,micro,FBO,north,offline_event,1
100478,2024-10-01,2024-10-22,Аксессуары,Центр,micro,FBO,north,ads,1
100479,2023-11-10,2023-11-18,Канцелярия,Сибирь,micro,FBS,center,offline_event,1
100480,2023-12-20,2024-01-03,Красота,Санкт-Петербург,micro,FBO,south,partner,1
100481,2024-08-27,2024-09-18,Одежда,Юг,small,FBS,south,organic,1
100482,2024-05-30,2024-07-04,Аксессуары,Юг,micro,FBS,north,partner,0
100483,2026-02-06,2026-02-25,Электроника,Поволжье,large,FBO,south,offline_event,0
100484,2025-06-08,2025-07-10,Спорт,Урал,medium,FBS,north,referral,1
100485,2025-01-09,2025-01-28,Детские товары,Москва и МО,micro,FBO,east,organic,1
100486,2024-07-05,2024-08-04,Канцелярия,Юг,medium,mixed,center,ads,1
100487,2024-01-09,2024-02-04,Спорт,Поволжье,medium,FBS,north,offline_event,1
100488,2025-12-27,2026-01-31,Одежда,Москва и МО,micro,FBS,west,referral,1
100489,2024-07-25,2024-08-17,Красота,Юг,small,FBS,center,partner,0
100490,2025-06-07,2025-06-13,Обувь,Юг,micro,FBO,west,ads,1
100491,2024-06-04,2024-06-21,Дом,Москва и МО,small,mixed,south,ads,0
100492,2023-10-22,2023-11-29,Детские товары,Сибирь,micro,FBS,west,ads,1
100493,2025-09-22,2025-10-10,Электроника,Санкт-Петербург,micro,FBS,center,partner,0
100494,2024-11-25,2024-12-01,Обувь,Центр,medium,FBO,west,offline_event,1
100495,2025-04-20,2025-06-27,Электроника,Москва и МО,medium,mixed,south,organic,1
100496,2024-06-08,2024-07-02,Дом,Дальний Восток,small,FBO,west,offline_event,0
100497,2024-02-06,2024-02-14,Товары для животных,Санкт-Петербург,small,FBS,north,organic,1
100498,2024-03-07,2024-04-03,Красота,Центр,micro,FBS,center,ads,0
100499,2023-08-17,2023-09-09,Красота,Центр,small,FBS,center,offline_event,1
100500,2025-03-12,2025-03-26,Канцелярия,Дальний Восток,small,FBO,east,ads,1
100501,2024-12-20,2025-01-06,Детские товары,Москва и МО,micro,mixed,center,ads,0
100502,2025-02-04,2025-02-20,Дом,Юг,micro,FBO,south,ads,1
100503,2025-06-14,2025-07-04,Товары для животных,Дальний Восток,micro,FBO,east,organic,1
100504,2023-12-04,2023-12-22,Красота,Центр,small,FBS,north,organic,1
100505,2024-12-27,2025-01-14,Дом,Сибирь,micro,FBS,center,partner,1
100506,2024-12-06,2024-12-25,Одежда,Сибирь,micro,FBS,south,organic,1
100507,2025-11-09,2025-12-10,Одежда,Центр,micro,FBO,east,partner,0
100508,2024-07-17,2024-07-23,Дом,Поволжье,micro,FBO,center,organic,0
